
country, date, income, users, orders, complaints
United States,2017-06-13,2299,79,15,5
United States,2017-06-14,776,29,49,4
United States,2017-06-15,2449,30,32,5
United States,2017-06-16,285,20,29,0
United States,2017-06-17,99,59,8,2
United States,2017-06-18,2684,68,23,5
United States,2017-06-19,118,59,20,4
United States,2017-06-20,1485,63,16,2
United States,2017-06-21,2814,25,37,3
United States,2017-06-22,266,62,14,1
United States,2017-06-23,2690,28,42,3
United States,2017-06-24,374,36,13,5
United States,2017-06-25,789,75,40,5
United States,2017-06-26,237,50,13,5
United States,2017-06-27,161,27,26,0
United States,2017-06-28,1736,80,38,3
United States,2017-06-29,1181,72,5,1
United States,2017-06-30,907,66,22,1
United States,2017-07-01,2894,44,14,3
United States,2017-07-02,1562,77,11,2
United States,2017-07-03,1824,40,15,3
United States,2017-07-04,341,25,49,2
United States,2017-07-05,102,14,37,0
United States,2017-07-06,2914,11,15,3
United States,2017-07-07,661,24,4,1
United States,2017-07-08,1495,69,36,1
United States,2017-07-09,1847,43,25,2
United States,2017-07-10,1186,62,38,4
United States,2017-07-11,586,38,5,2
United States,2017-07-12,1668,24,0,2
United States,2017-07-13,2227,56,4,5
United States,2017-07-14,425,36,37,1
United States,2017-07-15,479,31,26,2
United States,2017-07-16,2275,31,30,2
United States,2017-07-17,1619,21,39,0
United States,2017-07-18,1614,47,40,4
United States,2017-07-19,1251,58,10,1
United States,2017-07-20,2210,27,49,2
United States,2017-07-21,905,16,0,3
United States,2017-07-22,998,3,1,3
United States,2017-07-23,2077,16,43,4
United States,2017-07-24,1161,5,34,0
United States,2017-07-25,1514,37,15,2
United States,2017-07-26,385,76,38,4
United States,2017-07-27,1774,21,18,3
United States,2017-07-28,1341,3,33,1
United States,2017-07-29,2319,11,17,2
United States,2017-07-30,2076,58,1,4
United States,2017-07-31,1935,14,36,1
United States,2017-08-01,90,19,18,3
United States,2017-08-02,1723,74,2,5
United States,2017-08-03,952,20,12,5
United States,2017-08-04,2914,15,24,3
United States,2017-08-05,2819,55,45,0
United States,2017-08-06,2580,31,2,0
United States,2017-08-07,1254,52,32,2
United States,2017-08-08,2224,11,35,4
United States,2017-08-09,1175,75,23,4
United States,2017-08-10,939,67,45,0
United States,2017-08-11,949,36,21,3
United States,2017-08-12,2068,46,4,2
United States,2017-08-13,1307,35,47,5
United States,2017-08-14,101,75,47,2
United States,2017-08-15,520,75,42,3
United States,2017-08-16,902,38,0,3
United States,2017-08-17,2126,46,7,0
United States,2017-08-18,2927,26,25,3
United States,2017-08-19,156,70,32,1
United States,2017-08-20,1536,67,9,0
United States,2017-08-21,2517,30,33,1
United States,2017-08-22,2806,8,20,0
United States,2017-08-23,2586,60,31,5
United States,2017-08-24,2872,49,38,5
United States,2017-08-25,2132,74,2,2
United States,2017-08-26,737,15,28,4
United States,2017-08-27,2792,54,20,0
United States,2017-08-28,502,35,19,4
United States,2017-08-29,2862,30,34,3
United States,2017-08-30,2956,7,33,0
United States,2017-08-31,1084,1,48,4
United States,2017-09-01,366,76,3,4
United States,2017-09-02,2605,79,37,0
United States,2017-09-03,1148,19,38,1
United States,2017-09-04,789,15,15,4
United States,2017-09-05,16,11,42,5
United States,2017-09-06,2441,24,27,4
United States,2017-09-07,592,64,16,0
United States,2017-09-08,2471,43,28,3
United States,2017-09-09,1091,15,14,1
United States,2017-09-10,782,13,39,3
United States,2017-09-11,1911,73,2,1
United States,2017-09-12,1742,17,28,4
United States,2017-09-13,2057,20,2,4
United States,2017-09-14,2410,66,45,2
United States,2017-09-15,711,38,42,3
United States,2017-09-16,751,10,8,3
United States,2017-09-17,1819,2,45,3
United States,2017-09-18,1324,54,1,1
United States,2017-09-19,1469,45,10,0
United States,2017-09-20,387,47,2,3
United States,2017-09-21,1302,73,13,5
United States,2017-09-22,1567,9,0,1
United States,2017-09-23,286,69,17,5
United States,2017-09-24,1429,52,18,2
United States,2017-09-25,300,30,49,2
United States,2017-09-26,425,47,8,5
United States,2017-09-27,2018,25,35,4
United States,2017-09-28,2748,69,23,4
United States,2017-09-29,2712,25,46,0
United States,2017-09-30,1990,15,1,1
United States,2017-10-01,299,12,5,5
United States,2017-10-02,683,79,42,5
United States,2017-10-03,2282,23,40,2
United States,2017-10-04,2091,51,14,3
United States,2017-10-05,885,47,45,0
United States,2017-10-06,2240,64,14,5
United States,2017-10-07,597,75,1,5
United States,2017-10-08,2413,58,34,5
United States,2017-10-09,1804,43,47,4
United States,2017-10-10,1248,35,22,0
United States,2017-10-11,333,49,19,5
United States,2017-10-12,2869,79,45,4
United States,2017-10-13,1712,53,30,1
United States,2017-10-14,2278,28,13,1
United States,2017-10-15,822,35,34,0
United States,2017-10-16,1964,12,49,2
United States,2017-10-17,1605,58,30,1
United States,2017-10-18,1668,35,14,0
United States,2017-10-19,936,17,47,0
United States,2017-10-20,1955,61,42,2
United States,2017-10-21,1260,50,10,3
United States,2017-10-22,952,74,2,5
United States,2017-10-23,2570,46,34,0
United States,2017-10-24,173,75,24,5
United States,2017-10-25,1470,4,31,5
United States,2017-10-26,2350,24,2,2
United States,2017-10-27,1731,30,42,5
United States,2017-10-28,274,56,2,5
United States,2017-10-29,2632,50,14,0
United States,2017-10-30,2582,53,27,1
United States,2017-10-31,2147,44,29,3
United States,2017-11-01,2397,23,14,2
United States,2017-11-02,1662,49,5,1
United States,2017-11-03,2747,16,23,4
United States,2017-11-04,1218,70,29,1
United States,2017-11-05,1562,67,34,0
United States,2017-11-06,1604,47,15,0
United States,2017-11-07,1499,78,22,0
United States,2017-11-08,1148,23,17,4
United States,2017-11-09,592,73,35,3
United States,2017-11-10,1142,54,3,5
United States,2017-11-11,403,47,10,1
United States,2017-11-12,1425,0,23,5
United States,2017-11-13,143,9,26,3
United States,2017-11-14,1187,7,16,0
United States,2017-11-15,2115,78,5,2
United States,2017-11-16,1008,6,29,5
United States,2017-11-17,620,46,4,1
United States,2017-11-18,2227,56,22,4
United States,2017-11-19,122,1,15,2
United States,2017-11-20,1117,9,45,4
United States,2017-11-21,119,3,34,3
United States,2017-11-22,961,24,17,1
United States,2017-11-23,2283,67,2,0
United States,2017-11-24,1457,25,46,0
United States,2017-11-25,641,6,38,0
United States,2017-11-26,2243,41,29,1
United States,2017-11-27,49,41,43,0
United States,2017-11-28,1260,37,6,3
United States,2017-11-29,1098,10,29,1
United States,2017-11-30,649,19,8,1
United States,2017-12-01,1093,64,28,5
United States,2017-12-02,1772,40,3,0
United States,2017-12-03,862,54,8,2
United States,2017-12-04,757,2,28,1
United States,2017-12-05,188,8,13,5
United States,2017-12-06,48,79,44,3
United States,2017-12-07,2057,15,34,5
United States,2017-12-08,54,21,2,2
United States,2017-12-09,2375,26,19,4
United States,2017-12-10,1593,79,18,0
United States,2017-12-11,1804,57,45,1
United States,2017-12-12,1636,19,42,0
United States,2017-12-13,634,0,50,3
United States,2017-12-14,2288,72,39,0
United States,2017-12-15,945,12,17,4
United States,2017-12-16,1043,78,11,2
United States,2017-12-17,275,55,43,0
United States,2017-12-18,493,8,41,2
United States,2017-12-19,294,35,38,0
United States,2017-12-20,593,6,31,1
United States,2017-12-21,2610,63,5,1
United States,2017-12-22,417,30,23,0
United States,2017-12-23,750,28,16,1
United States,2017-12-24,402,53,11,0
United States,2017-12-25,286,63,48,1
United States,2017-12-26,1839,59,8,2
United States,2017-12-27,294,17,15,5
United States,2017-12-28,993,35,41,4
United States,2017-12-29,681,29,22,2
United States,2017-12-30,2742,69,19,1
United States,2017-12-31,2617,10,22,3
United States,2018-01-01,1857,3,42,4
United States,2018-01-02,190,53,19,4
United States,2018-01-03,2910,28,19,3
United States,2018-01-04,1034,4,48,3
United States,2018-01-05,440,65,5,4
United States,2018-01-06,1488,21,37,2
United States,2018-01-07,2031,20,41,2
United States,2018-01-08,967,11,44,3
United States,2018-01-09,1978,46,30,5
United States,2018-01-10,2613,70,47,3
United States,2018-01-11,2483,1,40,1
United States,2018-01-12,237,40,15,0
United States,2018-01-13,1902,30,26,3
United States,2018-01-14,1469,40,42,4
United States,2018-01-15,416,7,34,0
United States,2018-01-16,2141,43,10,2
United States,2018-01-17,1858,12,18,1
United States,2018-01-18,1836,45,3,3
United States,2018-01-19,829,4,24,3
United States,2018-01-20,1454,47,41,5
United States,2018-01-21,983,9,17,4
United States,2018-01-22,2312,66,5,3
United States,2018-01-23,1837,12,41,2
United States,2018-01-24,844,73,49,1
United States,2018-01-25,2212,68,46,1
United States,2018-01-26,376,74,39,4
United States,2018-01-27,1024,50,22,5
United States,2018-01-28,1746,4,13,3
United States,2018-01-29,416,72,19,5
United States,2018-01-30,331,51,45,2
United States,2018-01-31,1859,23,16,0
United States,2018-02-01,663,5,1,4
United States,2018-02-02,2985,9,10,5
United States,2018-02-03,2367,22,34,0
United States,2018-02-04,921,73,27,0
United States,2018-02-05,2805,19,46,0
United States,2018-02-06,2117,43,39,1
United States,2018-02-07,1188,66,49,4
United States,2018-02-08,2287,34,35,4
United States,2018-02-09,1750,63,36,0
United States,2018-02-10,1909,42,42,0
United States,2018-02-11,836,20,3,3
United States,2018-02-12,1922,23,34,1
United States,2018-02-13,735,31,43,2
United States,2018-02-14,63,23,47,1
United States,2018-02-15,366,71,13,0
United States,2018-02-16,166,14,37,1
United States,2018-02-17,2871,31,11,1
United States,2018-02-18,2955,41,22,2
United States,2018-02-19,1908,16,6,2
United States,2018-02-20,1311,70,30,0
United States,2018-02-21,2182,39,14,3
United States,2018-02-22,1176,36,43,5
United States,2018-02-23,1436,10,27,3
United States,2018-02-24,1933,55,32,2
United States,2018-02-25,1938,9,36,5
United States,2018-02-26,1300,54,0,4
United States,2018-02-27,1437,79,28,5
United States,2018-02-28,1138,11,13,5
United States,2018-03-01,2893,55,4,1
United States,2018-03-02,2417,8,20,1
United States,2018-03-03,2882,58,34,5
United States,2018-03-04,2617,20,47,5
United States,2018-03-05,964,41,8,5
United States,2018-03-06,2249,4,22,0
United States,2018-03-07,2265,22,43,3
United States,2018-03-08,975,13,17,2
United States,2018-03-09,1704,17,7,2
United States,2018-03-10,478,10,14,0
United States,2018-03-11,2265,62,8,3
United States,2018-03-12,76,18,19,0
United States,2018-03-13,1876,77,14,5
United States,2018-03-14,1467,36,34,3
United States,2018-03-15,2097,26,41,0
United States,2018-03-16,663,58,21,2
United States,2018-03-17,1206,71,24,3
United States,2018-03-18,2298,34,43,5
United States,2018-03-19,2787,14,50,4
United States,2018-03-20,2434,20,36,2
United States,2018-03-21,1641,71,37,4
United States,2018-03-22,1147,70,23,2
United States,2018-03-23,79,52,27,3
United States,2018-03-24,2485,36,42,4
United States,2018-03-25,448,15,22,1
United States,2018-03-26,1106,38,12,3
United States,2018-03-27,1865,4,22,5
United States,2018-03-28,201,55,20,5
United States,2018-03-29,1117,71,4,5
United States,2018-03-30,2866,47,50,2
United States,2018-03-31,156,75,12,2
United States,2018-04-01,2922,35,37,4
United States,2018-04-02,2459,70,37,2
United States,2018-04-03,2833,13,13,2
United States,2018-04-04,2636,78,41,5
United States,2018-04-05,1783,24,11,0
United States,2018-04-06,2950,44,24,3
United States,2018-04-07,1077,74,31,0
United States,2018-04-08,2351,23,34,1
United States,2018-04-09,1026,67,30,3
United States,2018-04-10,1830,45,49,3
United States,2018-04-11,65,74,40,3
United States,2018-04-12,1196,52,14,0
United States,2018-04-13,1559,8,15,2
United States,2018-04-14,572,58,38,5
United States,2018-04-15,2342,64,5,3
United States,2018-04-16,1359,31,3,1
United States,2018-04-17,312,25,18,4
United States,2018-04-18,2792,13,17,1
United States,2018-04-19,2683,25,11,1
United States,2018-04-20,2938,3,10,3
United States,2018-04-21,557,10,36,5
United States,2018-04-22,1435,47,29,4
United States,2018-04-23,2631,52,22,1
United States,2018-04-24,2187,10,21,5
United States,2018-04-25,2096,65,39,3
United States,2018-04-26,121,27,13,0
United States,2018-04-27,1288,78,14,4
United States,2018-04-28,1517,46,45,2
United States,2018-04-29,294,69,5,1
United States,2018-04-30,1867,22,40,4
United States,2018-05-01,1867,5,9,0
United States,2018-05-02,1669,68,38,3
United States,2018-05-03,2594,46,3,4
United States,2018-05-04,445,45,26,4
United States,2018-05-05,159,78,11,4
United States,2018-05-06,522,6,33,1
United States,2018-05-07,2060,79,27,5
United States,2018-05-08,2505,12,50,2
United States,2018-05-09,576,67,41,0
United States,2018-05-10,1533,35,50,5
United States,2018-05-11,201,33,7,5
United States,2018-05-12,926,19,18,4
United States,2018-05-13,2600,64,5,2
United States,2018-05-14,221,54,40,1
United States,2018-05-15,1051,61,24,0
United States,2018-05-16,1678,33,25,3
United States,2018-05-17,1642,73,19,3
United States,2018-05-18,13,1,50,1
United States,2018-05-19,405,39,2,1
United States,2018-05-20,1744,0,39,5
United States,2018-05-21,680,42,32,1
United States,2018-05-22,1737,49,41,5
United States,2018-05-23,539,61,10,1
United States,2018-05-24,2562,46,48,0
United States,2018-05-25,1804,54,35,4
United States,2018-05-26,1647,80,1,2
United States,2018-05-27,307,63,39,4
United States,2018-05-28,2330,54,13,2
United States,2018-05-29,1899,20,28,5
United States,2018-05-30,2648,65,0,5
United States,2018-05-31,1082,14,15,0
United States,2018-06-01,2120,8,8,3
United States,2018-06-02,195,44,26,3
United States,2018-06-03,2669,48,31,4
United States,2018-06-04,1039,68,22,0
United States,2018-06-05,2532,35,28,5
United States,2018-06-06,2119,6,8,3
United States,2018-06-07,531,10,2,1
United States,2018-06-08,1980,1,6,0
United States,2018-06-09,1470,65,24,5
United States,2018-06-10,2815,44,20,3
United States,2018-06-11,2470,61,22,1
United States,2018-06-12,1229,69,39,3
United States,2018-06-13,2870,36,20,4
United States,2018-06-14,2951,65,26,2
United States,2018-06-15,2649,0,32,1
United States,2018-06-16,142,32,4,0
United States,2018-06-17,1611,79,44,1
United States,2018-06-18,2333,79,7,3
United States,2018-06-19,768,16,47,4
United States,2018-06-20,1692,52,13,3
United States,2018-06-21,1077,80,50,3
United States,2018-06-22,1764,26,28,1
United States,2018-06-23,1026,19,7,1
United States,2018-06-24,565,38,10,2
United States,2018-06-25,1905,64,7,3
United States,2018-06-26,2862,22,27,4
United States,2018-06-27,1498,68,24,3
United States,2018-06-28,2834,22,3,4
United States,2018-06-29,408,43,7,5
United States,2018-06-30,1744,44,34,0
United States,2018-07-01,2013,25,23,3
United States,2018-07-02,753,44,24,3
United States,2018-07-03,2812,65,11,2
United States,2018-07-04,79,3,12,0
United States,2018-07-05,129,43,21,2
United States,2018-07-06,2511,31,9,2
United States,2018-07-07,2474,20,9,1
United States,2018-07-08,2601,75,13,0
United States,2018-07-09,1741,46,27,4
United States,2018-07-10,1635,74,40,2
United States,2018-07-11,2513,2,4,4
United States,2018-07-12,2002,43,9,1
United States,2018-07-13,2955,67,19,1
United States,2018-07-14,1240,62,46,4
United States,2018-07-15,2033,5,19,1
United States,2018-07-16,1019,4,44,5
United States,2018-07-17,2679,39,11,4
United States,2018-07-18,1161,57,11,3
United States,2018-07-19,1797,24,13,3
United States,2018-07-20,2910,44,26,1
United States,2018-07-21,1315,46,38,0
United States,2018-07-22,1508,30,23,5
United States,2018-07-23,1897,15,22,5
United States,2018-07-24,1267,74,17,0
United States,2018-07-25,1042,42,10,1
United States,2018-07-26,1945,11,48,4
United States,2018-07-27,1683,58,1,5
United States,2018-07-28,2587,2,43,0
United States,2018-07-29,1222,33,11,2
United States,2018-07-30,528,72,27,3
United States,2018-07-31,1265,17,22,2
United States,2018-08-01,201,15,30,3
United States,2018-08-02,2549,77,35,2
United States,2018-08-03,918,71,13,1
United States,2018-08-04,2821,34,44,3
United States,2018-08-05,2424,9,35,4
United States,2018-08-06,1367,79,49,4
United States,2018-08-07,274,74,25,4
United States,2018-08-08,2910,23,36,0
United States,2018-08-09,324,54,39,4
United States,2018-08-10,717,74,20,1
United States,2018-08-11,1510,24,24,1
United States,2018-08-12,2305,38,49,0
United States,2018-08-13,591,10,8,4
United States,2018-08-14,858,45,39,2
United States,2018-08-15,772,27,24,3
United States,2018-08-16,1933,64,9,5
United States,2018-08-17,2565,78,9,1
United States,2018-08-18,2519,51,13,4
United States,2018-08-19,1861,68,45,0
United States,2018-08-20,2062,42,36,2
United States,2018-08-21,2221,78,44,1
United States,2018-08-22,2682,3,20,3
United States,2018-08-23,1672,7,41,5
United States,2018-08-24,1532,33,40,2
United States,2018-08-25,1818,45,43,5
United States,2018-08-26,2118,1,34,3
United States,2018-08-27,887,74,46,3
United States,2018-08-28,2497,46,16,2
United States,2018-08-29,296,75,44,5
United States,2018-08-30,2405,2,39,4
United States,2018-08-31,136,79,43,0
United States,2018-09-01,1774,45,35,3
United States,2018-09-02,2384,62,35,5
United States,2018-09-03,125,64,50,3
United States,2018-09-04,880,33,39,3
United States,2018-09-05,2350,44,13,1
United States,2018-09-06,226,24,30,5
United States,2018-09-07,846,75,34,2
United States,2018-09-08,2442,29,2,5
United States,2018-09-09,1359,26,10,3
United States,2018-09-10,2669,16,5,3
United States,2018-09-11,1652,55,17,1
United States,2018-09-12,564,65,2,0
United States,2018-09-13,1882,52,21,4
United States,2018-09-14,2756,68,6,2
United States,2018-09-15,765,23,6,1
United States,2018-09-16,997,78,34,2
United States,2018-09-17,1120,28,22,3
United States,2018-09-18,1896,40,26,4
United States,2018-09-19,2518,44,3,5
United States,2018-09-20,1617,25,37,5
United States,2018-09-21,1707,70,33,4
United States,2018-09-22,1462,50,34,3
United States,2018-09-23,994,77,7,5
United States,2018-09-24,1346,33,45,1
United States,2018-09-25,2761,61,50,2
United States,2018-09-26,726,51,32,1
United States,2018-09-27,1663,58,21,2
United States,2018-09-28,2853,9,22,3
United States,2018-09-29,2634,42,37,2
United States,2018-09-30,2599,69,7,1
United States,2018-10-01,1342,57,4,0
United States,2018-10-02,200,49,12,3
United States,2018-10-03,1717,65,30,5
United States,2018-10-04,2322,13,40,4
United States,2018-10-05,1569,23,33,3
United States,2018-10-06,2148,4,32,4
United States,2018-10-07,1288,58,3,0
United States,2018-10-08,2390,13,19,2
United States,2018-10-09,405,0,44,1
United States,2018-10-10,2680,26,35,4
United States,2018-10-11,1558,4,31,3
United States,2018-10-12,2947,1,25,2
United States,2018-10-13,1414,33,25,1
United States,2018-10-14,834,64,31,2
United States,2018-10-15,142,71,13,5
United States,2018-10-16,1261,73,43,2
United States,2018-10-17,1932,8,14,3
United States,2018-10-18,1018,62,31,3
United States,2018-10-19,2205,71,12,4
United States,2018-10-20,2810,2,3,1
United States,2018-10-21,894,45,17,2
United States,2018-10-22,2365,9,2,0
United States,2018-10-23,148,31,36,2
United States,2018-10-24,1126,75,20,2
United States,2018-10-25,2972,61,11,5
United States,2018-10-26,1952,65,8,0
United States,2018-10-27,1830,69,13,1
United States,2018-10-28,2528,33,34,5
United States,2018-10-29,1848,24,22,3
United States,2018-10-30,1395,28,44,2
United States,2018-10-31,1529,31,46,3
United States,2018-11-01,1934,75,39,3
United States,2018-11-02,2230,56,38,5
United States,2018-11-03,1580,45,4,3
United States,2018-11-04,648,34,41,5
United States,2018-11-05,2368,68,35,3
United States,2018-11-06,2305,15,11,5
United States,2018-11-07,2907,72,30,0
United States,2018-11-08,2194,52,29,0
United States,2018-11-09,2969,23,17,4
United States,2018-11-10,1551,48,25,4
United States,2018-11-11,598,5,40,5
United States,2018-11-12,391,58,47,4
United States,2018-11-13,2881,7,20,2
United States,2018-11-14,335,37,44,1
United States,2018-11-15,2843,69,6,3
United States,2018-11-16,476,1,2,5
United States,2018-11-17,1324,8,10,1
United States,2018-11-18,766,77,5,5
United States,2018-11-19,2345,3,11,5
United States,2018-11-20,1416,24,7,1
United States,2018-11-21,2098,70,29,2
United States,2018-11-22,1463,14,44,3
United States,2018-11-23,2123,23,45,4
United States,2018-11-24,1195,55,47,5
United States,2018-11-25,412,74,38,1
United States,2018-11-26,777,4,16,2
United States,2018-11-27,248,5,6,4
United States,2018-11-28,189,27,9,2
United States,2018-11-29,590,16,9,3
United States,2018-11-30,2670,12,2,2
United States,2018-12-01,708,8,7,4
United States,2018-12-02,1514,69,40,0
United States,2018-12-03,177,58,24,5
United States,2018-12-04,2372,24,38,0
United States,2018-12-05,1204,14,37,5
United States,2018-12-06,1143,34,3,0
United States,2018-12-07,2251,58,47,3
United States,2018-12-08,2730,41,34,3
United States,2018-12-09,1263,80,4,0
United States,2018-12-10,2715,50,29,2
United States,2018-12-11,2486,78,17,3
United States,2018-12-12,25,35,36,4
United States,2018-12-13,432,66,23,0
United States,2018-12-14,1256,65,8,4
United States,2018-12-15,1717,31,18,3
United States,2018-12-16,2514,52,34,2
United States,2018-12-17,2053,21,43,0
United States,2018-12-18,1558,16,18,0
United States,2018-12-19,2236,14,1,2
United States,2018-12-20,2333,67,49,1
United States,2018-12-21,1731,13,47,2
United States,2018-12-22,1992,76,15,0
United States,2018-12-23,2235,44,3,1
United States,2018-12-24,2661,62,4,1
United States,2018-12-25,1147,40,4,2
United States,2018-12-26,1215,64,6,2
United States,2018-12-27,2468,43,43,2
United States,2018-12-28,127,3,14,2
United States,2018-12-29,1912,36,35,0
United States,2018-12-30,444,33,1,5
United States,2018-12-31,350,17,24,3
United States,2019-01-01,2274,28,21,5
United States,2019-01-02,2332,74,17,5
United States,2019-01-03,1942,60,11,1
United States,2019-01-04,2600,4,50,4
United States,2019-01-05,33,5,16,2
United States,2019-01-06,745,41,44,3
United States,2019-01-07,1526,33,43,4
United States,2019-01-08,1065,64,19,1
United States,2019-01-09,145,8,48,0
United States,2019-01-10,1225,7,29,4
United States,2019-01-11,1096,28,24,2
United States,2019-01-12,1767,11,48,4
United States,2019-01-13,1322,39,6,0
United States,2019-01-14,5,60,28,1
United States,2019-01-15,492,77,12,1
United States,2019-01-16,2811,19,25,3
United States,2019-01-17,2972,61,42,0
United States,2019-01-18,1753,11,13,1
United States,2019-01-19,2971,3,24,5
United States,2019-01-20,1684,7,3,5
United States,2019-01-21,208,0,30,3
United States,2019-01-22,1355,35,7,3
United States,2019-01-23,2808,71,36,5
United States,2019-01-24,23,34,10,2
United States,2019-01-25,2071,31,6,2
United States,2019-01-26,2149,8,35,3
United States,2019-01-27,1792,44,0,4
United States,2019-01-28,2862,44,35,3
United States,2019-01-29,1509,74,34,4
United States,2019-01-30,700,65,5,4
United States,2019-01-31,1577,68,39,2
United States,2019-02-01,2570,68,33,0
United States,2019-02-02,1949,42,14,5
United States,2019-02-03,371,22,37,0
United States,2019-02-04,570,75,5,0
United States,2019-02-05,413,55,24,3
United States,2019-02-06,561,56,6,0
United States,2019-02-07,1196,8,24,2
United States,2019-02-08,1910,42,11,4
United States,2019-02-09,1374,55,43,4
United States,2019-02-10,2725,30,39,3
United States,2019-02-11,2288,50,45,4
United States,2019-02-12,1723,61,43,4
United States,2019-02-13,2028,2,22,2
United States,2019-02-14,1717,49,32,0
United States,2019-02-15,2980,44,45,5
United States,2019-02-16,2640,58,4,3
United States,2019-02-17,2689,20,12,3
United States,2019-02-18,1261,70,50,3
United States,2019-02-19,2186,13,17,5
United States,2019-02-20,447,32,28,0
United States,2019-02-21,2832,60,31,3
United States,2019-02-22,2496,22,22,3
United States,2019-02-23,1602,0,8,2
United States,2019-02-24,1408,18,43,3
United States,2019-02-25,1766,56,10,2
United States,2019-02-26,959,57,24,4
United States,2019-02-27,1477,53,12,3
United States,2019-02-28,1715,1,49,3
United States,2019-03-01,76,78,49,0
United States,2019-03-02,2788,32,49,4
United States,2019-03-03,2450,5,3,3
United States,2019-03-04,2796,76,26,4
United States,2019-03-05,2740,71,36,5
United States,2019-03-06,1604,68,35,0
United States,2019-03-07,1132,51,44,3
United States,2019-03-08,630,35,11,0
United States,2019-03-09,1469,20,25,0
United States,2019-03-10,634,63,49,1
United States,2019-03-11,129,47,37,4
United States,2019-03-12,2402,63,32,2
United States,2019-03-13,69,31,7,1
United States,2019-03-14,2830,54,39,5
United States,2019-03-15,2441,61,26,1
United States,2019-03-16,2384,6,20,2
United States,2019-03-17,2127,69,4,2
United States,2019-03-18,507,73,32,3
United States,2019-03-19,1331,78,46,3
United States,2019-03-20,1109,62,37,1
United States,2019-03-21,1990,20,24,0
United States,2019-03-22,1018,5,49,4
United States,2019-03-23,334,29,21,3
United States,2019-03-24,2571,36,2,5
United States,2019-03-25,2723,76,45,2
United States,2019-03-26,1121,9,43,5
United States,2019-03-27,1190,52,19,4
United States,2019-03-28,1849,59,17,3
United States,2019-03-29,32,25,16,1
United States,2019-03-30,2587,11,16,4
United States,2019-03-31,2432,27,20,2
United States,2019-04-01,523,9,49,4
United States,2019-04-02,25,28,6,2
United States,2019-04-03,333,26,40,2
United States,2019-04-04,1993,44,40,3
United States,2019-04-05,44,4,24,0
United States,2019-04-06,341,37,46,5
United States,2019-04-07,1983,41,44,5
United States,2019-04-08,2489,73,6,2
United States,2019-04-09,678,66,31,4
United States,2019-04-10,471,21,17,2
United States,2019-04-11,1756,69,47,5
United States,2019-04-12,1128,58,33,2
United States,2019-04-13,595,5,22,3
United States,2019-04-14,1918,78,42,5
United States,2019-04-15,485,68,4,0
United States,2019-04-16,468,33,25,2
United States,2019-04-17,501,39,17,2
United States,2019-04-18,2387,34,0,0
United States,2019-04-19,1370,16,5,2
United States,2019-04-20,800,47,38,3
United States,2019-04-21,2260,3,23,1
United States,2019-04-22,1646,59,9,3
United States,2019-04-23,653,16,15,3
United States,2019-04-24,1309,61,28,0
United States,2019-04-25,1832,7,11,5
United States,2019-04-26,2494,6,49,2
United States,2019-04-27,1426,6,48,4
United States,2019-04-28,855,50,6,1
United States,2019-04-29,823,4,46,4
United States,2019-04-30,8,60,31,5
United States,2019-05-01,2481,22,25,4
United States,2019-05-02,1967,65,35,0
United States,2019-05-03,1671,20,28,5
United States,2019-05-04,2810,66,5,1
United States,2019-05-05,2936,78,14,2
United States,2019-05-06,39,11,41,4
United States,2019-05-07,744,50,33,2
United States,2019-05-08,2835,18,9,5
United States,2019-05-09,2810,31,20,2
United States,2019-05-10,1134,42,6,1
United States,2019-05-11,1205,11,43,1
United States,2019-05-12,2162,4,10,5
United States,2019-05-13,2486,40,2,0
United States,2019-05-14,70,43,8,0
United States,2019-05-15,654,44,10,0
United States,2019-05-16,1081,70,23,2
United States,2019-05-17,2234,77,9,5
United States,2019-05-18,1723,75,27,5
United States,2019-05-19,1163,47,21,5
United States,2019-05-20,1152,6,4,1
United States,2019-05-21,589,35,10,0
United States,2019-05-22,85,9,13,2
United States,2019-05-23,647,19,33,4
United States,2019-05-24,3000,32,43,4
United States,2019-05-25,394,45,4,3
United States,2019-05-26,2828,68,0,0
United States,2019-05-27,2544,61,10,1
United States,2019-05-28,789,49,35,4
United States,2019-05-29,268,19,23,0
United States,2019-05-30,1904,42,3,4
United States,2019-05-31,2829,1,2,4
United States,2019-06-01,947,8,35,1
United States,2019-06-02,2123,53,27,5
United States,2019-06-03,2851,6,48,1
United States,2019-06-04,1132,39,21,3
United States,2019-06-05,2813,52,28,2
United States,2019-06-06,2324,8,3,5
United States,2019-06-07,970,56,23,4
United States,2019-06-08,1430,43,5,3
United States,2019-06-09,794,76,48,0
United States,2019-06-10,1926,61,39,2
United States,2019-06-11,1478,57,33,0
United States,2019-06-12,655,29,40,3
United States,2019-06-13,568,42,22,3
United States,2019-06-14,1008,32,12,4
United States,2019-06-15,559,46,43,4
United States,2019-06-16,1638,53,22,0
United States,2019-06-17,2982,73,12,0
United States,2019-06-18,355,26,24,2
United States,2019-06-19,19,48,12,5
United States,2019-06-20,106,29,1,4
United States,2019-06-21,1871,34,41,2
United States,2019-06-22,92,69,24,2
United States,2019-06-23,2736,69,49,4
United States,2019-06-24,1391,10,28,4
United States,2019-06-25,1297,49,39,1
United States,2019-06-26,149,45,26,2
United States,2019-06-27,851,47,6,3
United States,2019-06-28,2477,73,28,2
United States,2019-06-29,906,73,4,5
United States,2019-06-30,805,12,4,0
